"node_1","node_2","edge"
23439657,741,1
1817,741,1
4041458,741,1
9687591,741,4
3627,741,3
3831,741,2
9699928,741,2
10646,741,5
9699930,741,3
1084,741,3
29214751,741,1
15752645,741,2
9697018,741,3
513,741,2
2906,1147,1
541,1147,1
958,1147,1
4746,1147,2
7486,1147,1
17294,1147,1
8820177,1147,1
9686079,1147,1
9686586,1147,2
1128,1147,1
2615,1147,2
8068,1147,1
8677,1147,3
9701748,1147,5
9701781,1147,3
26837974,1147,2
26840705,1147,3
28451386,1147,3
4572,1147,1
17288,1147,2
659427,1147,2
9689688,1147,3
26837949,1147,2
8663,1147,1
18609,1147,1
2344,1147,1
914,1147,2
2433,1147,5
9080,1147,3
9749402,1147,1
11017,1147,2
24718731,1147,1
32651,1147,1
4083,1147,3
4127,1147,1
6335,1147,1
9192,1147,2
10856,1147,3
2437,1147,1
4041458,1147,1
9689895,1147,2
3831,1147,2
16615587,1147,1
10646,1147,1
9699930,1147,5
4690,1147,1
33,1147,1
2906,1261,5
541,1261,5
958,1261,5
9686991,1261,2
279084,1261,4
16120407,1261,2
4746,1261,5
7486,1261,1
13432,1261,5
17294,1261,5
18467,1261,4
8820177,1261,5
9686079,1261,5
9712166,1261,3
15963329,1261,1
15963330,1261,3
9686586,1261,5
13992843,1261,3
16603612,1261,2
1128,1261,5
1715,1261,5
2615,1261,1
5987,1261,5
6137,1261,5
8068,1261,3
8677,1261,5
9701748,1261,5
9701781,1261,5
26837974,1261,1
26840705,1261,5
28451386,1261,5
4572,1261,4
18890,1261,2
1336,1261,5
2218,1261,2
16088708,1261,5
1258,1261,3
17288,1261,1
659427,1261,5
9689688,1261,4
26837949,1261,5
28451508,1261,5
4126,1261,1
20539728,1261,5
20539760,1261,2
2774,1261,2
4265,1261,3
8663,1261,1
18609,1261,4
2695,1261,2
2018,1261,1
16601626,1261,2
14048157,1261,1
914,1261,5
2433,1261,5
9080,1261,5
9749402,1261,1
11017,1261,5
9687666,1261,3
24718731,1261,5
2034,1261,1
23439671,1261,3
24718224,1261,4
9689187,1261,5
9687515,1261,2
9689583,1261,5
4083,1261,2
6335,1261,5
9192,1261,5
10856,1261,5
23439657,1261,5
23439685,1261,3
1817,1261,3
21191,1261,4
4041458,1261,3
9686102,1261,1
9707359,1261,3
9687591,1261,5
2692,1261,2
3627,1261,4
3831,1261,5
16615587,1261,3
16603596,1261,2
9699928,1261,1
298,1261,1
10646,1261,5
9699930,1261,5
257,1261,1
1084,1261,3
24717611,1261,4
29207143,1261,4
29214751,1261,1
1983946,1261,1
9702304,1261,3
15752645,1261,5
9697018,1261,4
513,1261,2
741,1261,5
1147,1261,3
2906,8045,3
541,8045,2
958,8045,3
4746,8045,2
7486,8045,1
13432,8045,4
8820177,8045,2
9686586,8045,1
1128,8045,1
1715,8045,4
5987,8045,1
6137,8045,1
8677,8045,5
9701748,8045,5
9701781,8045,5
26840705,8045,5
28451386,8045,5
4572,8045,2
18890,8045,1
659427,8045,4
9689688,8045,1
26837949,8045,1
28451508,8045,5
4126,8045,2
20539728,8045,3
2774,8045,3
2695,8045,1
914,8045,1
2433,8045,5
9080,8045,4
11017,8045,5
24718731,8045,1
24718224,8045,1
9689187,8045,3
9689583,8045,2
14459,8045,3
6335,8045,5
9192,8045,5
10856,8045,5
23439657,8045,1
1817,8045,2
21191,8045,1
4041458,8045,2
9687591,8045,2
2692,8045,1
3627,8045,2
3831,8045,5
16603596,8045,2
298,8045,1
10646,8045,4
9699930,8045,1
1084,8045,1
24717611,8045,1
29207143,8045,1
15752645,8045,3
9697018,8045,3
741,8045,1
1261,8045,3
2906,8601,5
541,8601,3
958,8601,3
9686991,8601,2
279084,8601,3
16120407,8601,2
4746,8601,3
7486,8601,1
17294,8601,2
18467,8601,1
8820177,8601,3
9686079,8601,2
9686586,8601,5
1128,8601,5
1715,8601,5
2615,8601,3
5987,8601,4
6137,8601,5
8068,8601,2
8677,8601,5
9078,8601,1
9701748,8601,5
9701781,8601,5
26837974,8601,1
26840705,8601,5
28451386,8601,5
4572,8601,4
18890,8601,2
1336,8601,5
2218,8601,2
1258,8601,2
17288,8601,1
659427,8601,5
9689688,8601,3
26837949,8601,5
28451508,8601,5
20539728,8601,5
20539760,8601,2
2774,8601,2
4265,8601,3
8663,8601,2
18609,8601,2
2695,8601,2
2344,8601,1
14048157,8601,2
914,8601,5
2433,8601,5
9080,8601,5
23439684,8601,1
9749402,8601,2
11017,8601,5
9687666,8601,3
24718731,8601,5
2034,8601,2
23439671,8601,2
24718224,8601,3
9689187,8601,3
9689583,8601,5
4083,8601,4
6335,8601,5
9192,8601,5
10856,8601,5
23439657,8601,5
23439685,8601,2
1817,8601,2
21191,8601,5
4041458,8601,2
9687591,8601,5
2692,8601,3
3627,8601,3
3831,8601,5
8046,8601,1
16615587,8601,3
3902,8601,1
16603596,8601,1
9699928,8601,1
298,8601,1
10646,8601,5
9699930,8601,4
257,8601,2
1084,8601,2
24717611,8601,3
29207143,8601,3
29214751,8601,1
9702304,8601,1
15752645,8601,5
9697018,8601,4
513,8601,1
741,8601,3
1147,8601,2
1261,8601,5
8045,8601,5
2906,9904,2
541,9904,3
958,9904,2
9686991,9904,2
9688247,9904,1
279084,9904,5
16120407,9904,5
9703907,9904,1
16010829,9904,1
4746,9904,1
8820177,9904,1
9686586,9904,3
20539695,9904,1
26142152,9904,4
1128,9904,4
1715,9904,5
2615,9904,1
5987,9904,2
6137,9904,5
8068,9904,1
8677,9904,5
9701748,9904,5
9701781,9904,5
26840705,9904,5
28451386,9904,5
4572,9904,2
18890,9904,2
1336,9904,4
2218,9904,2
1258,9904,3
17288,9904,1
659427,9904,5
9689688,9904,2
26837949,9904,5
28451508,9904,5
20539728,9904,5
20539760,9904,2
2774,9904,1
4265,9904,3
2695,9904,1
26837978,9904,1
374926,9904,1
14048157,9904,1
914,9904,2
2433,9904,5
9080,9904,4
24357168,9904,3
11017,9904,5
9687666,9904,3
24718731,9904,2
23439671,9904,1
24718224,9904,3
23439780,9904,1
26837788,9904,1
9689187,9904,1
9689583,9904,2
4083,9904,3
12456,9904,2
6922221,9904,2
16603607,9904,3
24820858,9904,2
20087,9904,1
6335,9904,5
9192,9904,5
10856,9904,5
23439657,9904,2
23439685,9904,2
1817,9904,1
21191,9904,2
9687591,9904,3
3627,9904,3
3831,9904,4
16615587,9904,2
3902,9904,1
9699928,9904,3
10646,9904,4
9699930,9904,2
257,9904,1
1084,9904,2
24717611,9904,2
29207143,9904,2
29214751,9904,2
1983946,9904,2
15752645,9904,5
9697018,9904,2
513,9904,2
741,9904,3
1261,9904,5
8045,9904,2
8601,9904,5
279084,23439609,1
23440086,23439609,1
4746,23439609,2
8820177,23439609,2
8677,23439609,1
9701748,23439609,5
9701781,23439609,2
26840705,23439609,5
28451386,23439609,3
9685776,23439609,1
20539728,23439609,3
2433,23439609,3
11017,23439609,1
9689187,23439609,3
9192,23439609,1
10856,23439609,4
21191,23439609,2
9688085,23439609,1
24717611,23439609,1
29207143,23439609,2
15752645,23439609,1
1261,23439609,2
2906,23439813,5
541,23439813,5
958,23439813,5
9686991,23439813,3
279084,23439813,5
16120407,23439813,2
23440086,23439813,1
4746,23439813,4
13432,23439813,3
17294,23439813,4
18467,23439813,3
8820177,23439813,5
9686079,23439813,3
9686586,23439813,5
1128,23439813,5
1715,23439813,5
2615,23439813,1
5987,23439813,5
6137,23439813,5
8068,23439813,2
8677,23439813,5
9078,23439813,1
9701748,23439813,5
9701781,23439813,5
26840705,23439813,5
28451386,23439813,5
4572,23439813,5
18890,23439813,2
1336,23439813,5
2218,23439813,3
8055,23439813,1
1258,23439813,3
659427,23439813,5
9689688,23439813,5
26837949,23439813,5
28451508,23439813,5
20539728,23439813,5
20539760,23439813,4
2774,23439813,2
4265,23439813,5
8663,23439813,2
18609,23439813,2
2695,23439813,3
2018,23439813,1
2344,23439813,3
14048157,23439813,2
914,23439813,5
2433,23439813,5
9080,23439813,5
9749402,23439813,2
11017,23439813,5
9687666,23439813,3
24718731,23439813,5
2034,23439813,4
23439671,23439813,2
24718224,23439813,4
9689187,23439813,5
9687515,23439813,1
9689583,23439813,5
4083,23439813,4
6335,23439813,5
9192,23439813,5
10856,23439813,5
23439657,23439813,5
23439685,23439813,3
1817,23439813,3
21191,23439813,5
4041458,23439813,3
191,23439813,1
9687591,23439813,5
2692,23439813,3
9070,23439813,1
3627,23439813,5
3831,23439813,5
8046,23439813,1
16615587,23439813,3
3902,23439813,1
16603596,23439813,3
9699928,23439813,1
298,23439813,3
10646,23439813,5
9699930,23439813,5
257,23439813,4
1084,23439813,3
24717611,23439813,4
29207143,23439813,3
29214751,23439813,1
1983946,23439813,1
9702304,23439813,1
15752645,23439813,5
9697018,23439813,4
513,23439813,2
741,23439813,5
1147,23439813,2
1261,23439813,5
8045,23439813,4
8601,23439813,5
9904,23439813,5
23439609,23439813,1
2906,27639261,5
958,27639261,1
24820735,27639261,3
279084,27639261,1
7486,27639261,2
13432,27639261,4
18467,27639261,5
15963329,27639261,1
16603612,27639261,3
5987,27639261,2
8677,27639261,2
9701748,27639261,3
9701781,27639261,5
26840705,27639261,4
28451386,27639261,3
28451508,27639261,1
20539728,27639261,3
2433,27639261,3
9080,27639261,1
11017,27639261,1
24718224,27639261,1
6335,27639261,5
9192,27639261,2
10856,27639261,3
23439685,27639261,1
4041458,27639261,1
9687591,27639261,1
2692,27639261,1
3627,27639261,1
3831,27639261,4
15883404,27639261,5
40614069,27639261,3
10646,27639261,1
29207143,27639261,1
24718423,27639261,4
2375650,27639261,4
9697018,27639261,2
9769116,27639261,5
1261,27639261,1
8045,27639261,2
23439813,27639261,2
4127,9687175,1
9731150,9687175,5
23440090,9687175,5
24717609,9687175,5
26839936,9687175,1
6565,9687175,1
398004,24717915,1
9701404,24717915,1
9758081,24717915,3
23440008,24717915,5
19874,24717915,5
20250,24717915,5
20391,24717915,4
9688460,24717915,3
16010888,24717915,5
20208,24717915,5
24717900,24717915,5
5987,24717915,1
9717682,24717915,5
20839,24717915,5
9685807,24717915,5
4898,24717915,3
9685776,24717915,1
9707299,24717915,2
904,24717915,5
20023,24717915,1
5317,24717915,2
9688030,24717915,5
24719044,24717915,1
9689918,24717915,5
9689895,24717915,1
9495,24717915,5
1269570,24717915,2
19462,24717915,5
3949370,24717915,5
9687447,24717915,5
19860,24717915,2
604136,24717915,2
1887,1233,2
2906,1233,1
541,1233,1
396,1233,1
9686991,1233,2
9688247,1233,3
279084,1233,5
16120407,1233,5
23440086,1233,1
26142152,1233,1
5987,1233,1
26840705,1233,3
1336,1233,1
2218,1233,3
8055,1233,1
17288,1233,1
20539728,1233,2
26839935,1233,5
20539760,1233,1
4265,1233,1
2695,1233,1
2344,1233,1
9687666,1233,1
2034,1233,2
23439671,1233,1
24718224,1233,3
20087,1233,1
9192,1233,1
10856,1233,2
9688085,1233,3
24717989,1233,1
3627,1233,1
3902,1233,1
26839936,1233,1
10041,1233,1
1084,1233,1
24717611,1233,1
26837434,1233,1
29207143,1233,2
29214751,1233,1
23439680,1233,1
1887,23439622,2
279084,23439622,1
9687651,23439622,2
16120407,23439622,2
15885112,23439622,1
16011530,23439622,1
26840705,23439622,1
2218,23439622,1
17288,23439622,1
26839935,23439622,3
2344,23439622,2
24718224,23439622,2
9688085,23439622,5
24717989,23439622,3
26839936,23439622,1
26837434,23439622,2
29207143,23439622,2
1887,24718275,5
2906,24718275,3
958,24718275,2
396,24718275,2
9686991,24718275,1
279084,24718275,3
9687651,24718275,3
16120407,24718275,2
23440086,24718275,4
15843,24718275,1
17294,24718275,2
9712166,24718275,2
15963329,24718275,1
15963330,24718275,3
13992843,24718275,2
15885112,24718275,1
16011530,24718275,2
16735101,24718275,2
5987,24718275,1
26840705,24718275,5
8060,24718275,2
1387711,24718275,1
2218,24718275,3
20539728,24718275,5
26839935,24718275,5
2695,24718275,2
2018,24718275,2
2344,24718275,2
16601626,24718275,1
2034,24718275,1
23439671,24718275,2
24718224,24718275,3
10856,24718275,3
9688085,24718275,5
24717989,24718275,5
9686102,24718275,1
16615587,24718275,1
10149,24718275,1
3902,24718275,2
16603596,24718275,2
26839936,24718275,4
48628,24718275,1
10041,24718275,1
24717611,24718275,3
26837434,24718275,5
29207143,24718275,5
29214751,24718275,1
23439680,24718275,1
1233,24718275,1
23439622,24718275,3
3216,24719104,1
9688247,24719104,5
23440086,24719104,1
20539695,24719104,1
2218,24719104,3
26837949,24719104,3
26839935,24719104,5
20539760,24719104,1
6458,24719104,2
20087,24719104,2
26840822,24719104,5
9688030,24719104,1
9688085,24719104,1
9689895,24719104,2
28451430,24719104,5
9703907,20497,1
9758081,20497,1
23440008,20497,1
19874,20497,3
20250,20497,1
9688460,20497,1
9707326,20497,1
23440019,20497,1
9690157,20497,1
9690176,20497,1
24717900,20497,1
9717682,20497,1
9688537,20497,1
20839,20497,2
9685807,20497,2
19658,20497,1
16620677,20497,1
904,20497,2
19462,20497,1
9687447,20497,1
24717915,20497,2
15843,20698,4
19894,20698,2
9703907,20698,5
9758081,20698,3
16010829,20698,5
23440008,20698,1
24717739,20698,2
19874,20698,3
20391,20698,2
9688460,20698,1
9707326,20698,4
16010888,20698,1
20539695,20698,2
23440019,20698,5
26142152,20698,1
9690157,20698,5
9690176,20698,5
24717900,20698,4
9688537,20698,5
20839,20698,5
9685807,20698,4
9685776,20698,1
9707299,20698,2
19658,20698,5
16620677,20698,5
26837978,20698,3
374926,20698,3
24357168,20698,5
904,20698,3
2566,20698,4
23439780,20698,2
26837788,20698,2
12456,20698,2
6922221,20698,3
16603607,20698,3
24820858,20698,3
24719044,20698,2
9689895,20698,1
17002982,20698,2
9714975,20698,2
19462,20698,2
4690,20698,1
577982,20698,2
23439680,20698,1
16010829,9817664,1
24717739,9817664,2
20250,9817664,2
9707326,9817664,1
16010888,9817664,4
9717682,9817664,1
9688537,9817664,3
26840606,9817664,5
26837978,9817664,5
2566,9817664,1
23439780,9817664,4
24719043,9817664,3
26837788,9817664,5
24719044,9817664,3
24717609,9817664,3
9714975,9817664,1
3216,24717540,1
398004,24717540,1
9701404,24717540,1
19874,24717540,5
20250,24717540,5
20391,24717540,1
20208,24717540,1
2615,24717540,4
5987,24717540,2
26837974,24717540,3
9717682,24717540,1
20839,24717540,5
9685807,24717540,3
17288,24717540,5
9689688,24717540,2
2344,24717540,3
9080,24717540,1
259,24717540,2
6458,24717540,5
32651,24717540,5
904,24717540,3
26837788,24717540,2
4127,24717540,2
5317,24717540,3
2437,24717540,4
9688030,24717540,5
9689918,24717540,1
9689895,24717540,5
9687105,24717540,1
24717609,24717540,4
10149,24717540,2
9699930,24717540,5
1269570,24717540,2
19462,24717540,5
4690,24717540,5
3949370,24717540,3
9687447,24717540,5
33,24717540,2
604136,24717540,1
1147,24717540,2
24717915,24717540,5
20497,24717540,1
9817664,24717540,2
19874,29574394,1
5987,29574394,1
26837974,29574394,1
9688537,29574394,1
20839,29574394,1
9685807,29574394,2
26837978,29574394,2
9080,29574394,2
9749402,29574394,1
904,29574394,2
23439780,29574394,1
26837788,29574394,5
24719044,29574394,2
9689895,29574394,5
40614069,29574394,3
19462,29574394,2
4690,29574394,1
9687447,29574394,1
33,29574394,1
9769116,29574394,2
24717915,29574394,1
24717540,29574394,5
4746,8899,5
13432,8899,3
18467,8899,1
8820177,8899,4
9686079,8899,2
9703637,8899,2
9712166,8899,3
15963329,8899,1
15963330,8899,3
9686586,8899,2
13992843,8899,3
9701748,8899,3
9701781,8899,3
28451386,8899,2
16088708,8899,5
16601626,8899,3
2433,8899,1
9689187,8899,5
16683630,8899,3
9689583,8899,1
9707359,8899,4
9702304,8899,2
1261,8899,2
23439813,8899,1
2906,9739291,1
958,9739291,3
24820735,9739291,5
4746,9739291,5
7486,9739291,1
13432,9739291,5
17294,9739291,5
18467,9739291,5
8820177,9739291,5
9686079,9739291,5
9703637,9739291,5
9712166,9739291,5
15963329,9739291,5
15963330,9739291,5
9686586,9739291,5
13992843,9739291,5
15885112,9739291,5
16011530,9739291,5
16011698,9739291,5
16735101,9739291,5
16603612,9739291,4
1128,9739291,5
1715,9739291,1
6137,9739291,2
8068,9739291,3
8677,9739291,5
9701748,9739291,5
9701781,9739291,5
26840705,9739291,5
28451386,9739291,5
1336,9739291,1
16088708,9739291,5
16603605,9739291,5
1258,9739291,1
659427,9739291,3
26837949,9739291,1
28451508,9739291,1
20539728,9739291,2
18609,9739291,5
16601626,9739291,5
2433,9739291,5
9080,9739291,2
11017,9739291,5
24718731,9739291,2
8624,9739291,1
9687136,9739291,5
9689187,9739291,5
16683630,9739291,5
8632,9739291,1
9687515,9739291,4
9689583,9739291,5
24784305,9739291,4
24718433,9739291,5
6335,9739291,2
9192,9739291,5
10856,9739291,5
23439657,9739291,2
4041458,9739291,1
9686102,9739291,5
9707359,9739291,3
23439997,9739291,5
9687591,9739291,1
3831,9739291,2
16603596,9739291,1
15883404,9739291,1
10646,9739291,5
9699930,9739291,1
6565,9739291,1
9702304,9739291,5
15752645,9739291,2
9697018,9739291,1
741,9739291,3
1261,9739291,5
8045,9739291,1
8601,9739291,3
9904,9739291,2
23439813,9739291,3
8899,9739291,1
24820735,14456,3
7486,14456,1
15963329,14456,3
15885112,14456,2
16011530,14456,3
16011698,14456,3
16735101,14456,1
16603612,14456,2
16603605,14456,1
24718433,14456,1
9686102,14456,1
23439997,14456,1
2151,14456,2
15883404,14456,3
40614069,14456,2
2375650,14456,1
9769116,14456,3
9701404,12088,1
20250,12088,1
6458,12088,1
9688030,12088,1
24717540,12088,2
3216,9687729,1
9688247,9687729,1
19874,9687729,4
20250,9687729,4
20391,9687729,3
16010888,9687729,3
20539695,9687729,5
20839,9687729,3
9708100,9687729,3
26837949,9687729,5
374926,9687729,5
14048157,9687729,2
23439684,9687729,1
6458,9687729,2
4083,9687729,2
12456,9687729,1
6922221,9687729,1
24820858,9687729,1
26840822,9687729,2
9688030,9687729,5
23439632,9687729,1
9689895,9687729,5
19462,9687729,3
4690,9687729,3
3949370,9687729,2
9687447,9687729,2
33,9687729,3
28451430,9687729,5
24719104,9687729,3
24717540,9687729,2
3216,9687969,1
9688247,9687969,2
19894,9687969,3
9758081,9687969,1
16010829,9687969,1
19874,9687969,3
20250,9687969,2
20391,9687969,3
9688460,9687969,1
16010888,9687969,1
20539695,9687969,2
23440019,9687969,2
26142152,9687969,5
5987,9687969,1
8068,9687969,1
26837974,9687969,1
20839,9687969,4
4572,9687969,1
9708100,9687969,5
18890,9687969,2
9685776,9687969,1
9707299,9687969,4
17288,9687969,2
374926,9687969,5
14048157,9687969,3
9749402,9687969,1
6458,9687969,1
4083,9687969,5
12456,9687969,5
6922221,9687969,5
16603607,9687969,3
24820858,9687969,3
9688030,9687969,3
23439632,9687969,1
9689895,9687969,5
17002982,9687969,2
290457,9687969,2
20602,9687969,1
9699930,9687969,1
19462,9687969,4
4690,9687969,5
577982,9687969,1
15752645,9687969,1
23439680,9687969,2
33,9687969,5
19860,9687969,1
20698,9687969,1
24717540,9687969,3
29574394,9687969,2
9687729,9687969,5
279084,20539735,1
16120407,20539735,1
9686079,20539735,1
9712166,20539735,1
15963330,20539735,1
9686586,20539735,2
13992843,20539735,1
16011530,20539735,1
16011698,20539735,3
16735101,20539735,1
26142152,20539735,3
6137,20539735,1
8677,20539735,2
28451386,20539735,1
374926,20539735,1
9689583,20539735,1
12456,20539735,2
6922221,20539735,2
24820858,20539735,1
23439997,20539735,1
2151,20539735,1
15752645,20539735,1
9904,20539735,1
3216,23440021,2
9688247,23440021,5
279084,23440021,3
16120407,23440021,2
23440086,23440021,3
15843,23440021,2
19894,23440021,2
9703907,23440021,4
9758081,23440021,1
16010829,23440021,3
24717739,23440021,1
16011698,23440021,5
19874,23440021,3
20250,23440021,2
20391,23440021,4
9688460,23440021,1
9707326,23440021,2
16010888,23440021,5
20539695,23440021,5
23440019,23440021,5
26142152,23440021,5
9690157,23440021,5
9690176,23440021,5
6137,23440021,2
20839,23440021,1
9708100,23440021,5
18890,23440021,3
9707299,23440021,5
1258,23440021,1
26837949,23440021,4
19658,23440021,5
16620677,23440021,3
374926,23440021,5
14048157,23440021,3
24357168,23440021,5
23439780,23440021,2
4083,23440021,2
12456,23440021,5
6922221,23440021,5
16603607,23440021,5
24820858,23440021,5
26840822,23440021,1
6051,23440021,2
17002982,23440021,5
2151,23440021,4
9699928,23440021,2
577982,23440021,5
15752645,23440021,5
23439680,23440021,5
28451430,23440021,5
9687729,23440021,3
9687969,23440021,2
20208,9743056,5
9685807,9743056,1
28451508,9743056,3
904,9743056,1
24717611,9743056,1
3949370,9743056,1
9687447,9743056,2
9688537,24357035,1
16603605,24357035,1
26837978,24357035,1
26837788,24357035,1
24719044,24357035,1
48628,24357035,2
9688247,274898,2
2615,274898,2
17288,274898,3
9689688,274898,2
259,274898,1
6458,274898,1
32651,274898,1
20087,274898,4
26840822,274898,1
2437,274898,2
9689895,274898,5
24717609,274898,1
9699930,274898,1
33,274898,4
24717540,274898,3
9688247,9704303,5
279084,9704303,1
16120407,9704303,3
26142152,9704303,4
1715,9704303,4
8055,9704303,1
28451508,9704303,2
26839935,9704303,5
20539760,9704303,3
20087,9704303,5
26840822,9704303,4
9192,9704303,1
9689895,9704303,2
10041,9704303,2
298,9704303,1
33,9704303,3
4461,9704303,1
19860,9704303,1
28451430,9704303,1
741,9704303,1
1233,9704303,1
274898,9704303,1
9688247,26790020,1
26142152,26790020,1
28451508,26790020,1
20087,26790020,1
26840822,26790020,1
28451430,26790020,1
2906,2835,5
24820735,2835,4
16120407,2835,1
7486,2835,4
13432,2835,2
18467,2835,5
9686079,2835,1
15963329,2835,3
9686586,2835,3
16603612,2835,5
5987,2835,1
6137,2835,2
8677,2835,3
9701748,2835,1
9701781,2835,1
26840705,2835,1
28451386,2835,3
28451508,2835,1
2433,2835,2
9080,2835,3
9749402,2835,2
11017,2835,1
16683630,2835,1
7723,2835,1
24718433,2835,2
6335,2835,5
9192,2835,1
1817,2835,1
9686102,2835,1
6051,2835,1
9687591,2835,3
2692,2835,1
3831,2835,4
2151,2835,1
15883404,2835,5
40614069,2835,5
10646,2835,3
2375650,2835,5
9384,2835,2
9697018,2835,5
9769116,2835,5
741,2835,1
27639261,2835,4
14456,2835,2
6051,15752623,1
9687591,15752623,1
24717609,15752623,3
40614069,15752623,3
1084,15752623,1
9384,15752623,1
9697018,15752623,1
9769116,15752623,1
513,15752623,1
1887,23439687,2
396,23439687,1
279084,23439687,3
16120407,23439687,4
23440086,23439687,1
26142152,23439687,1
6137,23439687,1
2218,23439687,1
8055,23439687,1
2695,23439687,1
374926,23439687,2
14048157,23439687,2
2034,23439687,1
24718224,23439687,1
12456,23439687,3
6922221,23439687,1
24820858,23439687,1
7723,23439687,1
9731150,23439687,2
23440090,23439687,1
1536,23439687,1
9688085,23439687,1
2151,23439687,4
26839936,23439687,1
40614069,23439687,5
23439680,23439687,2
9384,23439687,3
9697018,23439687,1
9769116,23439687,2
2906,23440397,1
541,23440397,1
279084,23440397,2
16120407,23440397,3
18467,23440397,2
9686079,23440397,1
9686586,23440397,4
16603612,23440397,2
1128,23440397,2
1715,23440397,3
6137,23440397,3
8677,23440397,3
9701748,23440397,4
9701781,23440397,3
26840705,23440397,3
28451386,23440397,5
1336,23440397,1
2218,23440397,1
8055,23440397,1
659427,23440397,1
20539728,23440397,1
4265,23440397,1
2695,23440397,2
14048157,23440397,2
914,23440397,3
2433,23440397,5
9080,23440397,5
9749402,23440397,2
11017,23440397,2
2034,23440397,1
24718224,23440397,2
7723,23440397,2
24718433,23440397,2
6335,23440397,1
9192,23440397,2
10856,23440397,3
9731150,23440397,3
23440090,23440397,2
1536,23440397,1
9687591,23440397,5
2692,23440397,1
3627,23440397,2
3831,23440397,1
2151,23440397,2
9699928,23440397,2
40614069,23440397,5
10646,23440397,4
6565,23440397,1
1084,23440397,2
15752645,23440397,1
9699738,23440397,1
9384,23440397,4
9697018,23440397,5
9769116,23440397,4
741,23440397,2
1261,23440397,2
8601,23440397,1
23439813,23440397,2
2835,23440397,3
15752623,23440397,1
23439687,23440397,4
541,2741,1
8044,2741,1
9701404,2741,1
2615,2741,3
28451386,2741,1
17288,2741,2
659427,2741,1
9689688,2741,1
2344,2741,2
2433,2741,1
259,2741,2
6458,2741,1
32651,2741,3
14459,2741,2
4127,2741,1
2437,2741,2
24717609,2741,5
10149,2741,1
9699930,2741,4
1084,2741,1
513,2741,1
8045,2741,1
9817664,2741,1
24717540,2741,5
274898,2741,1
15752623,2741,1
2906,10135,1
958,10135,2
24820735,10135,1
4746,10135,5
13432,10135,2
17294,10135,4
18467,10135,4
8820177,10135,5
9686079,10135,5
9703637,10135,3
9712166,10135,5
15963329,10135,3
15963330,10135,5
9686586,10135,5
13992843,10135,5
15885112,10135,3
16011530,10135,5
16011698,10135,2
16735101,10135,5
16603612,10135,3
1128,10135,2
8677,10135,5
9701748,10135,5
9701781,10135,5
26840705,10135,3
28451386,10135,5
16088708,10135,1
16603605,10135,1
659427,10135,3
20539728,10135,1
18609,10135,2
16601626,10135,3
2433,10135,5
9080,10135,1
11017,10135,4
9687136,10135,1
9689187,10135,3
9687515,10135,2
9689583,10135,5
24784305,10135,1
24718433,10135,1
6335,10135,1
9192,10135,3
10856,10135,3
23439657,10135,1
9686102,10135,2
9707359,10135,2
23439997,10135,2
9687591,10135,3
3831,10135,1
10646,10135,3
9702304,10135,3
15752645,10135,1
1261,10135,5
8601,10135,2
9904,10135,1
23439813,10135,3
9739291,10135,5
2906,11741,2
541,11741,1
958,11741,3
24820735,11741,3
4746,11741,5
7486,11741,1
13432,11741,5
17294,11741,5
18467,11741,5
8820177,11741,5
9686079,11741,5
9703637,11741,5
9712166,11741,5
15963329,11741,5
15963330,11741,5
9686586,11741,5
13992843,11741,5
15885112,11741,5
16011530,11741,5
16011698,11741,5
16735101,11741,5
16603612,11741,3
1128,11741,5
1715,11741,2
6137,11741,2
8068,11741,2
8677,11741,5
9701748,11741,5
9701781,11741,5
26840705,11741,5
28451386,11741,5
1336,11741,2
16088708,11741,5
16603605,11741,3
1258,11741,1
659427,11741,4
26837949,11741,2
28451508,11741,2
20539728,11741,3
18609,11741,5
16601626,11741,5
914,11741,1
2433,11741,5
9080,11741,3
11017,11741,5
9687666,11741,1
24718731,11741,2
24718224,11741,1
8624,11741,1
9687136,11741,3
9689187,11741,5
16683630,11741,3
9687515,11741,4
9689583,11741,5
24784305,11741,2
24718433,11741,3
6335,11741,4
9192,11741,5
10856,11741,5
23439657,11741,2
21191,11741,1
4041458,11741,1
9686102,11741,4
9707359,11741,3
23439997,11741,5
9687591,11741,2
3627,11741,1
3831,11741,3
16603596,11741,1
10646,11741,5
9699930,11741,1
6565,11741,1
24717611,11741,1
29207143,11741,1
9702304,11741,5
15752645,11741,3
9697018,11741,1
741,11741,3
1147,11741,1
1261,11741,5
8045,11741,2
8601,11741,3
9904,11741,2
23439813,11741,4
8899,11741,1
9739291,11741,5
10135,11741,5
2906,20539920,5
541,20539920,5
958,20539920,3
9686991,20539920,1
279084,20539920,2
16120407,20539920,1
4746,20539920,1
7486,20539920,1
17294,20539920,2
8820177,20539920,1
9686079,20539920,1
9686586,20539920,3
1128,20539920,3
1715,20539920,4
2615,20539920,4
5987,20539920,5
6137,20539920,2
8068,20539920,3
8677,20539920,5
9078,20539920,1
9701748,20539920,5
9701781,20539920,5
26837974,20539920,3
26840705,20539920,5
28451386,20539920,5
4572,20539920,5
18890,20539920,2
1336,20539920,2
2218,20539920,5
1258,20539920,1
17288,20539920,4
659427,20539920,5
9689688,20539920,5
26837949,20539920,5
28451508,20539920,5
20539728,20539920,5
20539760,20539920,1
2774,20539920,2
4265,20539920,4
8663,20539920,3
18609,20539920,1
2695,20539920,1
