"node_1","node_2","edge"
10041,1039,"Weak"
1025,1039,"Strong"
10041,1055,"Strong"
1025,1055,"Weak"
1039,1055,"Strong"
10041,10680063,"Strong"
1055,10688628,"Medium"
10680063,10701104,"Medium"
1025,10770383,"Medium"
1039,10770383,"Strong"
1025,10812576,"Weak"
1039,10812576,"Strong"
10770383,10812576,"Strong"
10041,10986,"Strong"
1025,10986,"Weak"
1039,10986,"Strong"
1055,10986,"Strong"
10680063,10986,"Weak"
10041,1116,"Strong"
1039,1116,"Medium"
1055,1116,"Strong"
10680063,1116,"Medium"
10688628,1116,"Strong"
10986,1116,"Strong"
10041,1137,"Strong"
10680063,1137,"Strong"
10986,1137,"Strong"
1116,1137,"Weak"
10041,115571,"Strong"
1055,115571,"Strong"
10680063,115571,"Medium"
10688628,115571,"Strong"
10986,115571,"Strong"
1116,115571,"Strong"
1137,115571,"Medium"
10041,11852,"Strong"
1025,11852,"Strong"
1039,11852,"Strong"
1055,11852,"Strong"
10680063,11852,"Strong"
10770383,11852,"Weak"
1084,11852,"Weak"
1087,11852,"Strong"
10986,11852,"Strong"
1116,11852,"Strong"
1137,11852,"Strong"
115571,11852,"Strong"
10041,119,"Strong"
1025,119,"Strong"
1039,119,"Strong"
1055,119,"Strong"
10680063,119,"Strong"
10688628,119,"Strong"
10770271,119,"Weak"
1087,119,"Medium"
10986,119,"Strong"
1116,119,"Strong"
1137,119,"Strong"
115571,119,"Strong"
11852,119,"Strong"
10041,11939,"Weak"
1025,11939,"Weak"
1039,11939,"Strong"
10770383,11939,"Strong"
10812576,11939,"Strong"
1087,11939,"Weak"
10986,11939,"Medium"
11035104,11939,"Weak"
1116,11939,"Weak"
115571,11939,"Weak"
11567,11939,"Strong"
11852,11939,"Strong"
119,11939,"Strong"
10041,11953976,"Medium"
1025,11953976,"Weak"
1039,11953976,"Strong"
1055,11953976,"Strong"
10986,11953976,"Medium"
115571,11953976,"Strong"
11852,11953976,"Weak"
119,11953976,"Strong"
10041,11989,"Strong"
1055,11989,"Weak"
10680063,11989,"Strong"
10986,11989,"Strong"
1116,11989,"Strong"
1137,11989,"Strong"
115571,11989,"Strong"
11852,11989,"Strong"
119,11989,"Strong"
1055,12065069,"Weak"
10986,12065069,"Weak"
1137,12065069,"Weak"
11852,12065069,"Medium"
119,12065069,"Weak"
11953976,12065069,"Weak"
11989,12065069,"Weak"
10041,12096755,"Strong"
1025,12096755,"Medium"
1039,12096755,"Strong"
1055,12096755,"Strong"
10986,12096755,"Strong"
1116,12096755,"Strong"
115571,12096755,"Weak"
11852,12096755,"Strong"
119,12096755,"Strong"
11939,12096755,"Weak"
11953976,12096755,"Strong"
11989,12096755,"Strong"
10688628,12096981,"Strong"
10701104,12096981,"Weak"
1116,12096981,"Medium"
115571,12096981,"Medium"
119,12096981,"Medium"
10680063,12100803,"Strong"
10701104,12100803,"Strong"
1137,12100803,"Strong"
11989,12100803,"Weak"
12096981,12100803,"Weak"
10041,12102607,"Strong"
1025,12102607,"Weak"
1039,12102607,"Strong"
1055,12102607,"Weak"
10770383,12102607,"Weak"
1087,12102607,"Strong"
10986,12102607,"Strong"
1116,12102607,"Medium"
1137,12102607,"Weak"
115571,12102607,"Medium"
11852,12102607,"Strong"
119,12102607,"Strong"
11939,12102607,"Weak"
11989,12102607,"Medium"
12096755,12102607,"Strong"
10041,12525,"Strong"
1039,12525,"Medium"
1055,12525,"Strong"
10680063,12525,"Strong"
10701104,12525,"Strong"
10770271,12525,"Strong"
10986,12525,"Strong"
1116,12525,"Strong"
1137,12525,"Strong"
115571,12525,"Strong"
11852,12525,"Strong"
119,12525,"Strong"
11939,12525,"Strong"
11989,12525,"Strong"
12096755,12525,"Strong"
12100803,12525,"Strong"
12102607,12525,"Strong"
10770271,1269570,"Strong"
12096787,1269570,"Strong"
10041,1277,"Weak"
10680063,1277,"Strong"
10688628,1277,"Weak"
10986,1277,"Weak"
1116,1277,"Strong"
1137,1277,"Strong"
115571,1277,"Weak"
11852,1277,"Strong"
119,1277,"Strong"
11989,1277,"Strong"
12096981,1277,"Weak"
12102607,1277,"Weak"
12525,1277,"Strong"
1269570,1277,"Strong"
1039,130,"Strong"
10812576,130,"Weak"
10986,130,"Weak"
1116,130,"Weak"
11852,130,"Strong"
119,130,"Strong"
11939,130,"Strong"
12102607,130,"Strong"
12525,130,"Strong"
11035104,13035,"Weak"
11953976,13035,"Strong"
10041,1338,"Strong"
1025,1338,"Weak"
1039,1338,"Medium"
1055,1338,"Medium"
10770271,1338,"Weak"
1084,1338,"Strong"
10986,1338,"Strong"
1116,1338,"Strong"
1137,1338,"Medium"
115571,1338,"Strong"
11852,1338,"Strong"
119,1338,"Strong"
11939,1338,"Weak"
11953976,1338,"Weak"
11989,1338,"Medium"
12096755,1338,"Strong"
12102607,1338,"Strong"
12525,1338,"Strong"
1277,1338,"Weak"
130,1338,"Weak"
1116,13389,"Weak"
11852,13389,"Weak"
119,13389,"Weak"
1338,13389,"Strong"
10041,13897,"Weak"
1025,13897,"Strong"
1055,13897,"Strong"
10688628,13897,"Strong"
10770383,13897,"Weak"
10986,13897,"Weak"
1116,13897,"Medium"
115571,13897,"Strong"
11852,13897,"Weak"
119,13897,"Strong"
12096981,13897,"Medium"
12525,13897,"Weak"
1277,13897,"Weak"
1338,13897,"Strong"
13389,13897,"Strong"
10041,14,"Weak"
1055,14,"Strong"
10688628,14,"Strong"
1116,14,"Strong"
115571,14,"Strong"
119,14,"Strong"
11953976,14,"Strong"
12096755,14,"Weak"
12096981,14,"Strong"
13035,14,"Strong"
13897,14,"Strong"
10688628,14043850,"Strong"
1084,14043850,"Strong"
115571,14043850,"Strong"
11567,14043850,"Strong"
11953976,14043850,"Strong"
13035,14043850,"Medium"
14,14043850,"Strong"
10041,14044080,"Strong"
1025,14044080,"Strong"
1039,14044080,"Strong"
1055,14044080,"Strong"
10680063,14044080,"Strong"
10770271,14044080,"Weak"
1084,14044080,"Strong"
1087,14044080,"Medium"
10986,14044080,"Strong"
1116,14044080,"Strong"
1137,14044080,"Strong"
115571,14044080,"Strong"
11852,14044080,"Strong"
119,14044080,"Strong"
11939,14044080,"Strong"
11953976,14044080,"Strong"
11989,14044080,"Strong"
12065069,14044080,"Strong"
12096755,14044080,"Strong"
12102607,14044080,"Strong"
12525,14044080,"Strong"
1277,14044080,"Strong"
130,14044080,"Strong"
1338,14044080,"Strong"
13389,14044080,"Medium"
13897,14044080,"Strong"
14,14044080,"Strong"
10770271,14089,"Weak"
12096787,14089,"Strong"
10041,1433,"Weak"
1039,1433,"Weak"
1055,1433,"Weak"
10680063,1433,"Weak"
10986,1433,"Strong"
1116,1433,"Strong"
1137,1433,"Weak"
11852,1433,"Strong"
119,1433,"Strong"
11939,1433,"Weak"
11989,1433,"Medium"
12096755,1433,"Medium"
12102607,1433,"Strong"
12525,1433,"Strong"
1338,1433,"Strong"
14044080,1433,"Strong"
10041,14341,"Strong"
1039,14341,"Strong"
1055,14341,"Strong"
10680063,14341,"Strong"
10986,14341,"Strong"
1116,14341,"Weak"
1137,14341,"Strong"
115571,14341,"Strong"
11852,14341,"Strong"
119,14341,"Strong"
11953976,14341,"Strong"
11989,14341,"Strong"
12065069,14341,"Strong"
12096755,14341,"Strong"
12100803,14341,"Weak"
12102607,14341,"Weak"
12525,14341,"Strong"
1277,14341,"Medium"
1338,14341,"Medium"
14,14341,"Medium"
14044080,14341,"Strong"
1433,14341,"Strong"
10041,14425,"Strong"
1025,14425,"Weak"
1039,14425,"Strong"
1055,14425,"Strong"
10812576,14425,"Weak"
10986,14425,"Strong"
1116,14425,"Strong"
1137,14425,"Strong"
115571,14425,"Strong"
11852,14425,"Strong"
119,14425,"Strong"
11939,14425,"Strong"
11953976,14425,"Weak"
11989,14425,"Strong"
12096755,14425,"Weak"
12102607,14425,"Strong"
12525,14425,"Strong"
130,14425,"Medium"
1338,14425,"Strong"
13897,14425,"Strong"
14044080,14425,"Strong"
1433,14425,"Medium"
14341,14425,"Strong"
1025,14644,"Strong"
1039,14644,"Strong"
1055,14644,"Strong"
11953976,14644,"Strong"
12065069,14644,"Strong"
12096755,14644,"Strong"
12100803,14644,"Strong"
13035,14644,"Strong"
13897,14644,"Medium"
14,14644,"Strong"
14044080,14644,"Strong"
14341,14644,"Strong"
10812576,14687,"Weak"
11939,14687,"Weak"
12102607,14687,"Weak"
10041,14690,"Medium"
1055,14690,"Weak"
10680063,14690,"Strong"
10688628,14690,"Weak"
1116,14690,"Medium"
1137,14690,"Strong"
115571,14690,"Weak"
119,14690,"Strong"
11989,14690,"Strong"
12096981,14690,"Weak"
12100803,14690,"Weak"
12525,14690,"Weak"
1277,14690,"Weak"
1338,14690,"Weak"
13897,14690,"Strong"
14,14690,"Weak"
14044080,14690,"Strong"
14341,14690,"Strong"
14644,14690,"Weak"
1116,14692,"Weak"
11852,14692,"Medium"
119,14692,"Weak"
1338,14692,"Weak"
13897,14692,"Strong"
14044080,14692,"Weak"
10041,14693,"Strong"
1025,14693,"Strong"
1039,14693,"Strong"
1055,14693,"Strong"
10680063,14693,"Strong"
10770271,14693,"Strong"
1084,14693,"Strong"
1087,14693,"Medium"
10986,14693,"Strong"
1116,14693,"Strong"
1137,14693,"Strong"
115571,14693,"Strong"
11852,14693,"Strong"
119,14693,"Strong"
11939,14693,"Strong"
11953976,14693,"Strong"
11989,14693,"Strong"
12065069,14693,"Strong"
12096755,14693,"Strong"
12102607,14693,"Strong"
12525,14693,"Strong"
1277,14693,"Strong"
130,14693,"Strong"
1338,14693,"Strong"
13389,14693,"Strong"
13897,14693,"Strong"
14,14693,"Medium"
14044080,14693,"Strong"
1433,14693,"Strong"
14341,14693,"Strong"
14425,14693,"Strong"
14690,14693,"Strong"
14692,14693,"Strong"
11953976,14694,"Weak"
12096755,14694,"Weak"
1269570,14694,"Strong"
13035,14694,"Weak"
14,14694,"Weak"
14644,14694,"Strong"
1039,14695,"Medium"
1055,14695,"Weak"
10688628,14695,"Weak"
10812576,14695,"Weak"
10986,14695,"Weak"
1116,14695,"Strong"
115571,14695,"Weak"
11852,14695,"Strong"
119,14695,"Strong"
11939,14695,"Strong"
11989,14695,"Weak"
12102607,14695,"Strong"
12525,14695,"Weak"
14043850,14695,"Weak"
14044080,14695,"Strong"
14425,14695,"Weak"
14693,14695,"Strong"
1055,14699,"Weak"
10680063,14699,"Weak"
10701104,14699,"Weak"
10770271,14699,"Weak"
10986,14699,"Strong"
1116,14699,"Strong"
1137,14699,"Weak"
11852,14699,"Strong"
119,14699,"Strong"
11939,14699,"Medium"
11989,14699,"Medium"
12100803,14699,"Weak"
12102607,14699,"Medium"
12525,14699,"Strong"
1338,14699,"Strong"
14044080,14699,"Strong"
14425,14699,"Strong"
14687,14699,"Medium"
14693,14699,"Strong"
10680063,14700,"Strong"
10701104,14700,"Strong"
1137,14700,"Medium"
12096981,14700,"Strong"
12100803,14700,"Strong"
12525,14700,"Strong"
1277,14700,"Weak"
14687,14700,"Strong"
14690,14700,"Weak"
14699,14700,"Strong"
10041,14701,"Strong"
10680063,14701,"Strong"
10986,14701,"Weak"
1116,14701,"Weak"
1137,14701,"Strong"
115571,14701,"Weak"
11852,14701,"Strong"
119,14701,"Strong"
11989,14701,"Strong"
12096755,14701,"Weak"
12100803,14701,"Medium"
12525,14701,"Strong"
1269570,14701,"Weak"
1277,14701,"Strong"
1338,14701,"Weak"
14044080,14701,"Strong"
14341,14701,"Strong"
14690,14701,"Strong"
14693,14701,"Strong"
14699,14701,"Weak"
14700,14701,"Medium"
10041,14705,"Medium"
1055,14705,"Strong"
10688628,14705,"Strong"
10986,14705,"Strong"
1116,14705,"Strong"
115571,14705,"Strong"
11852,14705,"Strong"
119,14705,"Strong"
11953976,14705,"Strong"
12096755,14705,"Weak"
12096981,14705,"Strong"
12102607,14705,"Weak"
12525,14705,"Strong"
13897,14705,"Strong"
14,14705,"Strong"
14043850,14705,"Strong"
14044080,14705,"Strong"
14341,14705,"Medium"
14425,14705,"Medium"
14644,14705,"Strong"
14693,14705,"Strong"
10041,14711,"Strong"
1025,14711,"Strong"
1039,14711,"Strong"
1055,14711,"Strong"
10986,14711,"Strong"
115571,14711,"Medium"
11852,14711,"Weak"
119,14711,"Strong"
11953976,14711,"Strong"
12065069,14711,"Strong"
12096755,14711,"Strong"
13035,14711,"Strong"
13897,14711,"Strong"
14,14711,"Strong"
14043850,14711,"Strong"
14044080,14711,"Strong"
14341,14711,"Strong"
14644,14711,"Strong"
14690,14711,"Weak"
14693,14711,"Strong"
14694,14711,"Strong"
14705,14711,"Strong"
10041,14712,"Strong"
1025,14712,"Weak"
1039,14712,"Weak"
1055,14712,"Strong"
10680063,14712,"Strong"
10701104,14712,"Strong"
10770271,14712,"Weak"
10986,14712,"Strong"
1116,14712,"Strong"
1137,14712,"Strong"
115571,14712,"Strong"
11852,14712,"Strong"
119,14712,"Strong"
11939,14712,"Medium"
11989,14712,"Strong"
12096755,14712,"Strong"
12100803,14712,"Strong"
12102607,14712,"Strong"
12525,14712,"Strong"
1277,14712,"Strong"
130,14712,"Strong"
1338,14712,"Strong"
13897,14712,"Strong"
14044080,14712,"Strong"
1433,14712,"Strong"
14341,14712,"Strong"
14425,14712,"Strong"
14690,14712,"Strong"
14693,14712,"Strong"
14695,14712,"Strong"
14699,14712,"Strong"
14700,14712,"Strong"
14701,14712,"Strong"
14705,14712,"Strong"
10986,14714,"Medium"
11852,14714,"Medium"
119,14714,"Medium"
12525,14714,"Weak"
13897,14714,"Medium"
14044080,14714,"Strong"
14693,14714,"Strong"
14711,14714,"Medium"
14712,14714,"Medium"
10041,14715,"Medium"
1055,14715,"Weak"
10688628,14715,"Strong"
1084,14715,"Weak"
11035104,14715,"Weak"
1116,14715,"Strong"
115571,14715,"Strong"
11852,14715,"Weak"
119,14715,"Strong"
11989,14715,"Weak"
12096981,14715,"Strong"
12525,14715,"Weak"
1269570,14715,"Strong"
1277,14715,"Strong"
1338,14715,"Weak"
13897,14715,"Medium"
14,14715,"Strong"
14043850,14715,"Medium"
14044080,14715,"Strong"
14425,14715,"Strong"
14693,14715,"Strong"
14695,14715,"Weak"
14701,14715,"Weak"
14705,14715,"Strong"
14712,14715,"Weak"
10770383,14953,"Strong"
10812576,14953,"Strong"
11852,14953,"Strong"
119,14953,"Medium"
12102607,14953,"Strong"
14044080,14953,"Weak"
14693,14953,"Strong"
10688628,15158,"Strong"
1084,15158,"Medium"
1116,15158,"Weak"
115571,15158,"Weak"
12096981,15158,"Medium"
1269570,15158,"Strong"
13035,15158,"Medium"
14,15158,"Strong"
14043850,15158,"Medium"
14715,15158,"Medium"
1055,15202,"Weak"
10986,15202,"Medium"
1116,15202,"Weak"
115571,15202,"Weak"
11852,15202,"Weak"
119,15202,"Strong"
12525,15202,"Strong"
1338,15202,"Medium"
13897,15202,"Strong"
14043850,15202,"Weak"
14044080,15202,"Strong"
14693,15202,"Strong"
14712,15202,"Strong"
10041,15237,"Medium"
1055,15237,"Weak"
10680063,15237,"Strong"
10701104,15237,"Weak"
10986,15237,"Strong"
1137,15237,"Strong"
11852,15237,"Medium"
119,15237,"Strong"
11989,15237,"Strong"
12100803,15237,"Strong"
12525,15237,"Strong"
14044080,15237,"Strong"
14341,15237,"Strong"
14690,15237,"Medium"
14693,15237,"Strong"
14699,15237,"Medium"
14700,15237,"Strong"
14701,15237,"Strong"
14712,15237,"Strong"
1025,1540,"Weak"
10680063,1540,"Strong"
10770383,1540,"Weak"
1137,1540,"Strong"
11989,1540,"Strong"
13897,1540,"Strong"
14341,1540,"Strong"
14690,1540,"Strong"
14693,1540,"Weak"
14701,1540,"Strong"
15237,1540,"Medium"
10041,15479,"Strong"
1025,15479,"Weak"
1055,15479,"Strong"
10680063,15479,"Weak"
10688628,15479,"Strong"
10986,15479,"Medium"
1116,15479,"Strong"
1137,15479,"Weak"
115571,15479,"Strong"
11852,15479,"Strong"
119,15479,"Strong"
11989,15479,"Weak"
12096981,15479,"Strong"
12102607,15479,"Weak"
12525,15479,"Strong"
1277,15479,"Strong"
1338,15479,"Strong"
13389,15479,"Medium"
13897,15479,"Strong"
14,15479,"Strong"
14044080,15479,"Strong"
1433,15479,"Medium"
14341,15479,"Weak"
14425,15479,"Strong"
14690,15479,"Strong"
14692,15479,"Strong"
14693,15479,"Strong"
14695,15479,"Strong"
14699,15479,"Medium"
14705,15479,"Strong"
14712,15479,"Strong"
14715,15479,"Strong"
15158,15479,"Medium"
15202,15479,"Strong"
10041,15795074,"Weak"
1039,15795074,"Medium"
1055,15795074,"Strong"
10688628,15795074,"Strong"
10986,15795074,"Weak"
1116,15795074,"Strong"
115571,15795074,"Strong"
11852,15795074,"Medium"
119,15795074,"Strong"
11939,15795074,"Weak"
11953976,15795074,"Strong"
12096755,15795074,"Weak"
12096981,15795074,"Weak"
1338,15795074,"Weak"
13897,15795074,"Strong"
14,15795074,"Strong"
14043850,15795074,"Strong"
14044080,15795074,"Strong"
14341,15795074,"Medium"
14425,15795074,"Weak"
14644,15795074,"Strong"
14693,15795074,"Strong"
14695,15795074,"Weak"
14705,15795074,"Strong"
14711,15795074,"Strong"
14715,15795074,"Medium"
15479,15795074,"Strong"
10688628,15797525,"Strong"
10812576,15797525,"Weak"
1116,15797525,"Strong"
115571,15797525,"Weak"
119,15797525,"Weak"
11939,15797525,"Medium"
12096981,15797525,"Strong"
13897,15797525,"Medium"
14,15797525,"Strong"
14695,15797525,"Weak"
14715,15797525,"Strong"
15158,15797525,"Medium"
15479,15797525,"Strong"
15795074,15797525,"Weak"
10680063,15833,"Weak"
10688628,15833,"Strong"
10701104,15833,"Strong"
1116,15833,"Medium"
12096981,15833,"Strong"
12100803,15833,"Strong"
12525,15833,"Medium"
1269570,15833,"Medium"
1277,15833,"Weak"
14,15833,"Weak"
14699,15833,"Medium"
14700,15833,"Strong"
14701,15833,"Weak"
14705,15833,"Weak"
14712,15833,"Weak"
14715,15833,"Strong"
15158,15833,"Weak"
15479,15833,"Strong"
15797525,15833,"Strong"
10770271,16059533,"Weak"
11852,16059533,"Strong"
12096787,16059533,"Medium"
12102607,16059533,"Medium"
1269570,16059533,"Strong"
1277,16059533,"Weak"
14694,16059533,"Weak"
14715,16059533,"Strong"
15158,16059533,"Medium"
10680063,16060713,"Strong"
10770383,16060713,"Medium"
10812576,16060713,"Weak"
1137,16060713,"Strong"
11852,16060713,"Strong"
11989,16060713,"Medium"
12102607,16060713,"Strong"
1433,16060713,"Weak"
14341,16060713,"Medium"
14953,16060713,"Strong"
1540,16060713,"Strong"
16059533,16060713,"Medium"
14694,16061761,"Strong"
11953976,16062210,"Medium"
13035,16062210,"Medium"
14,16062210,"Strong"
14043850,16062210,"Medium"
14644,16062210,"Strong"
14711,16062210,"Strong"
15158,16062210,"Weak"
15795074,16062210,"Weak"
11939,16107,"Weak"
14715,16107,"Weak"
15797525,16107,"Weak"
1039,1625,"Medium"
10770383,1625,"Strong"
10812576,1625,"Strong"
1116,1625,"Weak"
11852,1625,"Strong"
119,1625,"Strong"
11939,1625,"Strong"
12102607,1625,"Strong"
12525,1625,"Medium"
1338,1625,"Weak"
13897,1625,"Weak"
14044080,1625,"Strong"
14425,1625,"Weak"
14693,1625,"Strong"
14712,1625,"Strong"
15479,1625,"Weak"
1039,1625986,"Strong"
10770383,1625986,"Medium"
10812576,1625986,"Strong"
11567,1625986,"Weak"
11852,1625986,"Strong"
11939,1625986,"Strong"
12102607,1625986,"Strong"
130,1625986,"Medium"
14425,1625986,"Weak"
14687,1625986,"Weak"
14695,1625986,"Weak"
14953,1625986,"Strong"
15797525,1625986,"Weak"
16060713,1625986,"Strong"
16107,1625986,"Weak"
1625,1625986,"Medium"
12096787,16260,"Weak"
14687,16260,"Weak"
10041,16354955,"Strong"
1055,16354955,"Strong"
10680063,16354955,"Strong"
10688628,16354955,"Strong"
10986,16354955,"Medium"
1116,16354955,"Strong"
1137,16354955,"Strong"
115571,16354955,"Strong"
11852,16354955,"Medium"
119,16354955,"Strong"
11989,16354955,"Strong"
12096981,16354955,"Strong"
12102607,16354955,"Weak"
12525,16354955,"Strong"
1277,16354955,"Strong"
1338,16354955,"Medium"
13897,16354955,"Strong"
14,16354955,"Strong"
14044080,16354955,"Strong"
1433,16354955,"Medium"
14341,16354955,"Strong"
14425,16354955,"Strong"
14690,16354955,"Strong"
14693,16354955,"Strong"
14695,16354955,"Medium"
14699,16354955,"Strong"
14701,16354955,"Strong"
14705,16354955,"Strong"
14712,16354955,"Strong"
14715,16354955,"Strong"
15158,16354955,"Weak"
15237,16354955,"Strong"
1540,16354955,"Weak"
15479,16354955,"Strong"
15795074,16354955,"Strong"
15797525,16354955,"Strong"
15833,16354955,"Strong"
10680063,16550,"Strong"
10770271,16550,"Weak"
1084,16550,"Medium"
1137,16550,"Strong"
11989,16550,"Strong"
12096787,16550,"Strong"
1269570,16550,"Strong"
1277,16550,"Medium"
13035,16550,"Weak"
14341,16550,"Medium"
14694,16550,"Medium"
14701,16550,"Strong"
14715,16550,"Weak"
15158,16550,"Strong"
16059533,16550,"Strong"
16107,16550,"Weak"
10041,1675,"Medium"
1025,1675,"Weak"
1055,1675,"Medium"
10680063,1675,"Medium"
10688628,1675,"Medium"
10986,1675,"Weak"
1116,1675,"Strong"
1137,1675,"Strong"
115571,1675,"Strong"
11852,1675,"Strong"
119,1675,"Strong"
11989,1675,"Strong"
12096755,1675,"Weak"
12525,1675,"Strong"
1277,1675,"Weak"
1338,1675,"Strong"
13897,1675,"Strong"
14,1675,"Weak"
14044080,1675,"Strong"
14089,1675,"Strong"
1433,1675,"Weak"
14341,1675,"Strong"
14425,1675,"Medium"
14690,1675,"Strong"
14693,1675,"Strong"
14701,1675,"Weak"
14705,1675,"Weak"
14711,1675,"Weak"
14712,1675,"Strong"
14715,1675,"Weak"
1540,1675,"Weak"
15479,1675,"Strong"
15795074,1675,"Weak"
16354955,1675,"Strong"
10770383,169212,"Strong"
10812576,169212,"Weak"
11852,169212,"Strong"
12102607,169212,"Strong"
13897,169212,"Weak"
14693,169212,"Weak"
14953,169212,"Medium"
15479,169212,"Weak"
16060713,169212,"Strong"
1625986,169212,"Medium"
1055,1702,"Weak"
10688628,1702,"Strong"
1116,1702,"Strong"
115571,1702,"Strong"
119,1702,"Strong"
12096981,1702,"Strong"
13897,1702,"Strong"
14,1702,"Strong"
14043850,1702,"Strong"
14705,1702,"Strong"
14715,1702,"Strong"
15158,1702,"Strong"
15479,1702,"Strong"
15795074,1702,"Strong"
15797525,1702,"Strong"
15833,1702,"Strong"
16354955,1702,"Strong"
10688628,17056,"Strong"
1116,17056,"Strong"
115571,17056,"Weak"
11852,17056,"Weak"
119,17056,"Strong"
12096981,17056,"Strong"
13897,17056,"Strong"
14,17056,"Weak"
14044080,17056,"Weak"
14693,17056,"Strong"
14705,17056,"Weak"
14715,17056,"Medium"
15202,17056,"Weak"
15479,17056,"Strong"
15795074,17056,"Weak"
15797525,17056,"Strong"
16354955,17056,"Strong"
1702,17056,"Strong"
10041,1725,"Strong"
1025,1725,"Strong"
1039,1725,"Strong"
1055,1725,"Strong"
10680063,1725,"Strong"
10770271,1725,"Weak"
1084,1725,"Weak"
1087,1725,"Strong"
10986,1725,"Strong"
11035104,1725,"Weak"
1116,1725,"Strong"
1137,1725,"Strong"
115571,1725,"Strong"
11852,1725,"Strong"
119,1725,"Strong"
11939,1725,"Strong"
11953976,1725,"Strong"
11989,1725,"Strong"
12065069,1725,"Strong"
12096755,1725,"Strong"
12102607,1725,"Strong"
12525,1725,"Strong"
1277,1725,"Strong"
130,1725,"Strong"
1338,1725,"Strong"
13389,1725,"Strong"
13897,1725,"Strong"
14,1725,"Strong"
14044080,1725,"Strong"
1433,1725,"Strong"
14341,1725,"Strong"
14425,1725,"Strong"
14644,1725,"Strong"
14690,1725,"Strong"
14692,1725,"Medium"
14693,1725,"Strong"
14695,1725,"Strong"
14699,1725,"Strong"
14701,1725,"Strong"
14705,1725,"Strong"
14711,1725,"Strong"
14712,1725,"Strong"
14714,1725,"Strong"
14715,1725,"Strong"
14953,1725,"Weak"
15202,1725,"Strong"
15237,1725,"Strong"
15479,1725,"Strong"
15795074,1725,"Strong"
1625,1725,"Strong"
16354955,1725,"Strong"
1675,1725,"Strong"
1702,1725,"Weak"
17056,1725,"Strong"
10041,17313,"Strong"
1039,17313,"Medium"
1055,17313,"Strong"
10680063,17313,"Strong"
10986,17313,"Strong"
1116,17313,"Strong"
1137,17313,"Strong"
115571,17313,"Strong"
11852,17313,"Strong"
119,17313,"Strong"
11939,17313,"Medium"
11989,17313,"Strong"
12096755,17313,"Weak"
12102607,17313,"Strong"
12525,17313,"Strong"
1277,17313,"Medium"
130,17313,"Weak"
1338,17313,"Strong"
13897,17313,"Strong"
14044080,17313,"Strong"
1433,17313,"Strong"
14341,17313,"Strong"
14425,17313,"Strong"
14690,17313,"Medium"
14693,17313,"Strong"
14695,17313,"Medium"
14699,17313,"Strong"
14701,17313,"Medium"
14705,17313,"Weak"
14712,17313,"Strong"
14715,17313,"Weak"
15202,17313,"Weak"
15237,17313,"Strong"
1540,17313,"Weak"
15479,17313,"Strong"
15795074,17313,"Weak"
16354955,17313,"Strong"
1675,17313,"Medium"
1725,17313,"Strong"
10041,17321,"Strong"
1025,17321,"Strong"
1039,17321,"Strong"
1055,17321,"Strong"
10680063,17321,"Weak"
1087,17321,"Medium"
10986,17321,"Strong"
1116,17321,"Strong"
1137,17321,"Strong"
115571,17321,"Strong"
11852,17321,"Strong"
119,17321,"Strong"
11939,17321,"Strong"
11953976,17321,"Weak"
11989,17321,"Strong"
12065069,17321,"Weak"
12096755,17321,"Strong"
12102607,17321,"Strong"
12525,17321,"Strong"
1277,17321,"Strong"
130,17321,"Strong"
1338,17321,"Strong"
13897,17321,"Weak"
14,17321,"Medium"
14044080,17321,"Strong"
14089,17321,"Weak"
1433,17321,"Strong"
14341,17321,"Strong"
14425,17321,"Strong"
14644,17321,"Weak"
14693,17321,"Strong"
14695,17321,"Medium"
14699,17321,"Weak"
14701,17321,"Weak"
14705,17321,"Strong"
14711,17321,"Strong"
14712,17321,"Strong"
14714,17321,"Medium"
14953,17321,"Strong"
15202,17321,"Weak"
15237,17321,"Weak"
15479,17321,"Strong"
15795074,17321,"Medium"
1625,17321,"Strong"
1625986,17321,"Weak"
16354955,17321,"Strong"
1675,17321,"Strong"
1725,17321,"Strong"
17313,17321,"Strong"
10041,1753,"Weak"
1055,1753,"Weak"
10680063,1753,"Strong"
10688628,1753,"Strong"
1116,1753,"Strong"
1137,1753,"Strong"
115571,1753,"Strong"
11852,1753,"Weak"
119,1753,"Strong"
11989,1753,"Strong"
12096981,1753,"Strong"
12100803,1753,"Weak"
12525,1753,"Strong"
1277,1753,"Medium"
14,1753,"Strong"
14043850,1753,"Strong"
14044080,1753,"Medium"
14341,1753,"Medium"
14690,1753,"Strong"
14693,1753,"Strong"
14700,1753,"Strong"
14701,1753,"Strong"
14705,1753,"Medium"
14712,1753,"Medium"
14715,1753,"Strong"
15158,1753,"Medium"
15237,1753,"Weak"
15479,1753,"Strong"
15797525,1753,"Strong"
15833,1753,"Strong"
16354955,1753,"Strong"
1675,1753,"Weak"
1702,1753,"Strong"
1725,1753,"Strong"
17313,1753,"Strong"
10041,1758,"Strong"
1025,1758,"Strong"
1039,1758,"Strong"
1055,1758,"Strong"
10680063,1758,"Weak"
10770271,1758,"Weak"
1084,1758,"Weak"
1087,1758,"Strong"
10986,1758,"Strong"
11035104,1758,"Weak"
1116,1758,"Strong"
1137,1758,"Strong"
115571,1758,"Strong"
11852,1758,"Strong"
119,1758,"Strong"
11939,1758,"Medium"
11953976,1758,"Strong"
11989,1758,"Strong"
12065069,1758,"Strong"
12096755,1758,"Strong"
