cname,ccode,ti_cpi,vdem_academ,wdi_fertility,wdi_afp,bl_asymf,wdi_expedu,wdi_elprodcoal,wef_iu,wdi_foodins,ht_colonial,lp_legor,cai_foetal,cai_mental,cai_physical,ccp_initiat,ccp_market,h_j,wdi_homicides,ccp_strike,wdi_lfpr,br_pvote,br_elect,van_part,bmr_demdur,fh_polity2,vdem_polyarchy,mad_gdppc,top_top1_income_share,wef_sp
Benin,204,40,0.7960000038146973,4.835999965667725,0.2617996335029602,5.5149999,2.933969974517822,0,20,NA,6,2,1,1,1,96,2,NA,1.127497434616089,1,71.66999816894531,0,3,29.60000038146973,28,8.416666,0.6290000081062317,2220.176513671875,0.1751,81.33333587646484
Denmark,208,88,0.9409999847412108,1.730000019073486,0.4861738979816437,12.866,7.816080093383789,24.54485702514648,97.64427185058594,1.100000023841858,0,5,1,1,1,96,2,1,1.00832200050354,3,78.19999694824219,1,3,63.93000030517578,74,10,0.912999987602234,46312.34375,0.1237,662
Dominica,212,57,NA,NA,NA,NA,5.573450088500977,NA,NA,NA,5,1,0,0,0,2,2,0,26.58830070495605,3,NA,0,3,54.09000015258789,41,NA,NA,9021.173828125,NA,NA
Dominican Republic (the),214,30,0.8399999737739563,2.345999956130981,1.412685513496399,9.7259998,NA,12.85691070556641,74.82428741455078,NA,2,2,0,0,0,2,1,0,10.04973411560059,2,69.839996337890625,1,3,44.22000122070313,53,7.583333,0.5249999761581421,15912.3994140625,0.1972,62
Ecuador,218,34,0.8510000109672546,2.427000045776367,0.4931338429450989,9.2519999,4.998700141906738,0,57.27224349975586,9.899999618530272,2,2,0,1,1,1,96,0,5.8006272315979,2,71.029998779296875,1,3,68.94000244140625,16,7.083333,0.6740000247955322,10638.8251953125,0.1122,137.3333282470703
El Salvador,222,35,0.8330000042915344,2.039000034332275,1.505186200141907,7.7470002,3.592420101165771,0,33.82072830200195,14.60000038146973,2,2,0,0,0,2,2,0,52.01892471313477,1,62.84999847412109,1,3,43.5,35,8.25,0.6430000066757202,8598.1982421875,0.13,55.66666793823242
Equatorial Guinea,226,16,0.0780000016093254,4.513000011444092,0.2850918471813202,NA,NA,NA,NA,NA,2,2,0,1,1,2,1,0,NA,1,63.02000045776367,1,1,23.5,51,1,0.1809999942779541,28528.953125,0.1759,NA
Ethiopia,231,34,0.4460000097751617,4.247000217437744,0.2684785723686218,NA,4.737919807434082,0,18.61805152893066,14.10000038146973,0,NA,1,1,1,2,2,1,NA,1,81.51000213623047,0,2,34.40000152587891,26,3.5833333,0.2790000140666962,1838.490356445313,0.1382,125.3333358764648
Eritrea,232,24,0.0209999997168779,4.056000232696533,12.69433212280273,NA,NA,0,NA,NA,5,NA,1,1,1,2,2,0,NA,3,81.45999908447266,NA,0,0,26,0.75,0.0689999982714653,NA,0.1382,NA
Estonia,233,73,0.9700000286102296,1.669999957084656,0.9492855072021484,12.411,4.973380088806152,5.327829360961914,89.35700988769531,0.8999999761581421,0,NA,1,1,1,2,2,1,2.116541385650635,1,79.12000274658203,1,3,43.93999862670898,28,9.75,0.9010000228881836,27408.6640625,0.1302,234.6666717529297
Fiji,242,55,0.3569999933242798,2.773999929428101,1.124133229255676,10.178,NA,NA,NA,2,5,1,1,1,1,2,2,1,NA,2,60.36999893188477,1,2,55.36999893188477,5,6.333333,0.4149999916553497,NA,NA,NA
Finland,246,85,0.9470000267028807,1.409999966621399,0.9188210368156432,11.3,6.37621021270752,8.303569793701172,88.88996124267578,2,0,5,1,1,1,1,2,1,1.629671573638916,3,77.79000091552734,1,3,54.41999816894531,102,10,0.8799999952316284,38896.69921875,0.1049,571
France,250,72,0.8809999823570251,1.879999995231628,1.001357078552246,10.349,5.451600074768066,2.160449028015137,82.04353332519531,0.699999988079071,0,2,1,1,1,1,2,1,1.198636531829834,3,72.01000213623047,0,3,43.68000030517578,73,9.583334,0.8799999952316284,38515.91796875,0.096600004,1027.666625976563
Djibouti,262,31,0.2949999868869781,2.727999925613403,3.305594205856323,NA,3.627739906311035,NA,NA,NA,6,2,0,0,0,2,2,0,NA,1,63.75,0,2,12.94999980926514,42,4.5,0.257999986410141,3295.681396484375,0.1586,NA
Gabon,266,31,0.847000002861023,3.969000101089478,0.953514039516449,9.3789997,NA,0,62,NA,6,2,0,0,0,2,2,0,NA,96,54.47999954223633,0,2,17.76000022888184,59,4.0833335,0.3919999897480011,17613.556640625,0.1102,94.33333587646484
Georgia,268,58,0.8600000143051147,2.059999942779541,1.33444881439209,NA,3.521059989929199,0,63.9686279296875,7.300000190734863,0,NA,1,1,1,2,96,0,2.223362445831299,1,70.30000305175781,1,3,42.61999893188477,15,7.583333,0.6909999847412109,11984.9052734375,0.22040001,154
Gambia (the),270,37,0.8159999847412109,5.218999862670898,0.1062015071511269,4.882,2.420300006866455,NA,19.83645439147949,24.60000038146973,5,1,0,1,1,2,2,0,NA,3,60.54999923706055,0,3,22.10000038146973,2,5.583333,0.546999990940094,1882.239868164063,0.13609999,113
Germany,276,80,0.9710000157356262,1.570000052452087,0.4164152443408966,12.286,4.905119895935059,44.26280975341797,89.73912048339844,0.699999988079071,0,NA,1,1,1,2,1,1,0.9479766488075256,3,78.48999786376953,1,3,57.29000091552734,29,10,0.878000020980835,46177.6171875,0.1294,1131
Ghana,288,41,0.8080000281333923,3.869999885559082,0.1229071766138077,8.1260004,3.989439964294434,0,39,8.300000190734863,5,1,1,1,1,2,2,0,2.091241121292114,3,69.2699966430664,0,3,38.66999816894531,22,9.083334,0.7279999852180481,4267.06689453125,0.1523,130
Kiribati,296,NA,NA,3.569000005722046,NA,NA,NA,NA,NA,8,5,1,0,0,0,2,2,NA,NA,3,NA,0,3,29.05999946594238,22,NA,NA,NA,NA,NA
Greece,300,45,0.8539999723434448,1.350000023841858,3.07759952545166,11.145,NA,42.65948867797852,72.95209503173828,2.299999952316284,0,2,1,1,1,2,2,1,0.9408639669418336,1,68.38999938964844,1,3,63.5,45,9.583334,0.8579999804496765,23450.765625,0.1092,434
Grenada,308,52,NA,2.062999963760376,NA,NA,3.173799991607666,NA,NA,NA,5,1,0,1,1,2,2,0,10.82309627532959,3,NA,0,3,53.43999862670898,35,NA,NA,NA,NA,NA
Guatemala,320,27,0.8080000281333923,2.869999885559082,0.6434921026229858,5.809,3.140929937362671,21.3601016998291,65,18.10000038146973,2,2,0,0,0,2,1,0,22.5013484954834,1,64.44000244140625,1,3,31.19000053405762,33,7,0.6000000238418579,7402.11474609375,0.1972,83
Guinea,324,28,0.5569999814033508,4.699999809265137,0.2960092723369598,NA,2.315939903259277,NA,18,49.70000076293945,6,2,1,1,1,2,2,0,NA,2,63.11000061035156,1,3,34.15999984741211,61,5.583333,0.4280000030994415,1606.466552734375,0.12530001,55.66666793823242
Guyana,328,37,0.7919999957084656,2.461999893188477,1.108672738075256,8.9090004,5.493579864501953,NA,NA,NA,5,1,1,1,1,2,1,0,14.24890899658203,3,58.56000137329102,1,3,53.61000061035156,27,8,0.6660000085830688,NA,0.1972,NA
Haiti,332,20,0.6840000152587891,2.934999942779541,0.0099123725667596,5.3179998,2.78046989440918,0,32.47362899780273,NA,6,2,0,0,0,2,96,0,6.679742813110352,1,68.68000030517578,0,2,15.80000019073486,199,5.4166665,0.4309999942779541,1729.043212890625,0.1972,59.33333206176758
Honduras,340,29,0.9279999732971193,2.460000038146973,0.5100111961364746,7.0370002,6.067460060119629,1.037367582321167,31.70000076293945,14,2,2,0,0,0,2,2,0,38.92559051513672,2,70.7699966430664,1,2,37.52000045776367,2,6.75,0.3779999911785126,5041.63525390625,0.1972,58
Hungary,348,46,0.4670000076293945,1.549999952316284,0.8410443067550659,12,4.667099952697754,19.47135925292969,76.0743637084961,0.800000011920929,0,3,1,1,1,1,96,1,2.4871985912323,1,71.93000030517578,1,3,59.20999908447266,29,8.333333,0.488999992609024,25622.8125,0.1199,390.6666564941406
Iceland,352,76,0.925000011920929,1.710000038146973,0,9.9359999,7.658219814300537,0,99.010955810546875,1.5,0,5,1,1,1,2,2,1,0.8909691572189331,3,87.08000183105469,1,3,59.11999893188477,101,NA,0.878000020980835,43438.54296875,0.087800004,270
India,356,41,0.3889999985694885,2.221999883651733,0.6206536889076233,7.3520002,NA,75.30940246582031,34.45000076293945,NA,5,1,1,1,1,2,1,1,3.079232454299927,3,52.15000152587891,0,3,44.79000091552734,69,8.5,0.5220000147819519,6806.49853515625,0.2173,523
Indonesia,360,38,0.7409999966621399,2.311000108718872,0.509474515914917,8.6490002,3.583600044250488,55.77646255493164,39.78748321533203,0.800000011920929,1,2,1,0,0,2,2,0,0.4345345795154572,3,69.6500015258789,1,3,54.11999893188477,20,8.083333,0.597000002861023,11851.7373046875,0.18279999,195
Iran (Islamic Republic of),364,28,0.1220000013709068,2.13700008392334,2.340709447860718,9.3629999,3.955359935760498,0.1646278202533722,70.00455474853516,8.399999618530273,0,2,1,0,0,2,2,1,NA,3,47.79000091552734,0,1,21.20000076293945,219,1.5833333,0.2080000042915344,17011.3046875,0.18179999,261
Iraq,368,18,NA,3.671999931335449,3.305925369262695,7.8340001,NA,0,NA,NA,5,2,0,0,0,2,2,0,NA,3,44.56000137329102,1,2,23.79999923706055,87,5.25,0.3919999897480011,12835.8125,0.20630001,NA
Ireland,372,73,0.9399999976158142,1.75,0.3626046776771545,12.436,3.506860017776489,17.3458137512207,84.52230072021484,3.5,0,1,0,0,0,2,2,1,0.8716054558753967,3,73.2300033569336,1,3,44.84999847412109,97,10,0.8799999952316284,64684.30078125,0.1197,451
Israel,376,61,0.9449999928474426,3.089999914169312,4.326560497283936,12.697,6.092619895935059,45.40373229980469,81.58118438720703,1.700000047683716,0,1,1,1,1,NA,NA,1,1.492021560668945,NA,72.410003662109375,1,3,50.77000045776367,71,7.75,0.699999988079071,32954.76953125,0.1648,624.33331298828125
Italy,380,52,0.9670000076293944,1.289999961853027,1.311838388442993,11.03,4.044939994812012,16.12007331848145,74.3871841430664,1.100000023841858,0,2,1,1,1,1,2,1,0.569050669670105,2,65.70999908447266,1,3,58.11000061035156,73,10,0.8669999837875366,34364.16796875,0.091300003,896.66668701171875
Côte d'Ivoire,384,35,0.6790000200271606,4.64900016784668,0.3451639711856842,4.9780002,3.256030082702637,0,46.82372665405273,NA,6,2,0,0,0,2,2,0,NA,1,54.59000015258789,0,2,14.40999984741211,59,6,0.5419999957084656,3713.6435546875,0.17209999,104.6666641235352
Jamaica,388,44,0.9430000185966492,1.978999972343445,0.4038325548171997,10.552,5.414780139923096,0,55.07206726074219,NA,5,1,0,1,1,2,2,0,43.85227966308594,3,70.44000244140625,0,3,30.21999931335449,57,8.916666,0.8119999766349792,7272.98046875,0.1972,89.66666412353516
Japan,392,73,0.7110000252723694,1.419999957084656,0.3820492923259735,12.826,3.182179927825928,33.15273666381836,84.58806610107422,0.699999988079071,0,4,0,0,1,2,2,1,0.2625741064548492,3,79.05000305175781,0,3,44.91999816894531,67,10,0.8270000219345093,38673.80859375,0.1311,919.33331298828125
Kazakhstan,398,31,0.3379999995231628,2.839999914169312,0.785855770111084,11.367,2.615950107574463,71.56892395019531,78.90391540527344,0,0,NA,1,1,1,2,2,NA,5.060834407806396,1,76.55999755859375,1,2,52.68999862670898,28,1.8333333,0.2360000014305115,25307.5546875,0.154,83.66666412353516
Jordan,400,49,0.3260000050067902,2.760999917984009,3.92646861076355,10.153,3.034349918365479,0,66.790313720703125,NA,5,2,1,1,1,2,2,1,1.359106659889221,3,41.75,0,2,8.949999809265137,73,3.4166665,0.2700000107288361,11506.337890625,0.1744,142.6666717529297
Kenya,404,27,0.777999997138977,3.492000102996826,0.1262150853872299,6.908,5.306250095367432,0,17.82710075378418,23.29999923706055,5,1,0,1,1,2,2,0,4.928728103637695,1,74.80999755859375,0,2,23.29999923706055,17,7.25,0.4449999928474426,3377.470458984375,0.15189999,216.6666717529297
Korea (the Democratic People's Republic of),408,14,0.0130000002682209,1.904000043869019,8.918434143066406,NA,NA,21.28557968139648,NA,NA,0,3,1,1,1,2,2,0,NA,3,86.44999694824219,0,1,0,71,0,0.090999998152256,1596.351684570313,0.1476,NA
Korea (the Republic of),410,57,0.8360000252723694,0.9769999980926514,2.148163080215454,12.835,4.333099842071533,43.07625579833984,95.89829254150392,0,0,4,1,1,1,2,2,1,0.6038494110107422,1,68.87000274658203,0,3,55.70999908447266,31,8.666666,0.8679999709129333,37927.609375,0.14929999,578.66668701171875
Kuwait,414,41,0.4830000102519989,2.082000017166138,1.026707410812378,6.993,NA,0,99.59999084472656,4.900000095367432,5,2,1,1,1,2,2,1,NA,3,74.80000305175781,0,2,11.89999961853027,58,2.4166665,0.3149999976158142,65520.73828125,0.19320001,133.6666717529297
Kyrgyzstan,417,29,0.6209999918937683,3.299999952316284,0.8273289203643799,11.038,6.026189804077148,13.21565628051758,38,0.800000011920929,0,NA,1,1,1,1,96,1,2.189077615737915,1,62.45000076293945,1,3,27.60000038146973,28,6.583333,0.4650000035762787,5176.98828125,0.14489999,57.66666793823242
Lao People's Democratic Republic (the),418,29,0.046000000089407,2.66700005531311,3.47064471244812,6.6989999,NA,NA,25.51043510437012,8.899999618530273,6,3,0,0,1,2,2,0,NA,3,81.339996337890625,0,1,54.11000061035156,60,1.1666666,0.1209999993443489,6450.90673828125,0.2014,73.33333587646484
Lebanon,422,28,0.6209999918937683,2.086999893188477,3.350531339645386,NA,NA,0,78.18077850341797,NA,6,2,0,0,0,2,2,1,2.492926597595215,3,50.59999847412109,1,2,29.89999961853027,43,6.083333,0.4749999940395355,12558.966796875,0.2097,172.3333282470703
Lesotho,426,41,0.675000011920929,3.141000032424927,0.2077326327562332,6.6110001,6.985189914703369,NA,29,27,5,1,0,0,0,2,2,1,43.56460571289063,3,69.81999969482422,0,3,26.04999923706055,17,7.833333,0.6039999723434448,2731.466064453125,0.1446,33.66666793823242
Latvia,428,58,0.9649999737739564,1.600000023841858,0.6898889541625977,11.736,4.397119998931885,0,83.5771713256836,0.6000000238418579,0,NA,1,1,1,1,2,1,4.355804920196533,1,78.11000061035156,1,3,43.77999877929688,26,8.666666,0.8330000042915344,24312.677734375,0.096900001,140.6666717529297
Liberia,430,32,0.8029999732971191,4.315000057220459,0.0969829112291336,4.7030001,2.584120035171509,NA,NA,37.29999923706055,0,1,1,1,1,2,2,0,NA,3,77.279998779296875,0,3,34.06999969482422,13,7.583333,0.609000027179718,818.42108154296875,0.122,NA
Libya,434,17,0.4539999961853027,2.240000009536743,NA,9.2919998,NA,0,NA,16.70000076293945,3,2,0,0,0,NA,NA,0,NA,NA,52.79000091552734,1,2,29.32999992370605,68,2.9166667,0.2730000019073486,15013.3125,0.1356,NA
Liechtenstein,438,NA,NA,1.580000042915344,NA,NA,NA,NA,NA,NA,0,4,0,1,1,1,2,NA,2.637269973754883,3,NA,1,3,NA,28,NA,NA,NA,NA,NA
Lithuania,440,59,0.9380000233650208,1.629999995231628,2.685483455657959,11.756,3.812829971313477,0,79.72257995605469,1.100000023841858,0,NA,1,1,1,1,2,1,4.569355964660645,1,77.55000305175781,0,3,44.29999923706055,27,10,0.8240000009536743,27370.5546875,0.1133,182.3333282470703
Luxembourg,442,81,0.9459999799728394,1.379999995231628,0.6275659799575806,11.963,3.569590091705322,0,97.0613021850586,0.8999999761581421,0,2,1,1,1,2,2,1,0.3378869295120239,1,70.7699966430664,1,3,39.5,129,10,0.8740000128746033,57427.5,0.1009,153.3333282470703
Madagascar,450,25,0.7630000114440918,4.077000141143799,0.1603491753339767,NA,2.82548999786377,NA,9.800000190734863,NA,6,2,0,0,0,NA,NA,0,NA,NA,87.26000213623047,0,2,17.88999938964844,10,6.916667,0.4779999852180481,1427.600341796875,0.1517,85.66666412353516
Malawi,454,32,0.7540000081062317,4.209000110626221,0.1885019242763519,5.3590002,4.714839935302734,NA,13.78216457366943,51.5,5,1,0,0,0,2,2,0,NA,3,77.589996337890625,0,3,30.40999984741211,25,7.333333,0.5270000100135803,1116.640258789063,0.28040001,125.6666641235352
Malaysia,458,47,0.5040000081062317,2.000999927520752,0.8761122226715088,11.367,4.481259822845459,42.28133010864258,81.20170593261719,6.699999809265137,5,1,0,1,1,2,2,1,NA,3,68.54000091552734,0,3,38.88999938964844,62,6.75,0.382999986410141,24842.35546875,0.1487,251.3333282470703
Maldives,462,31,0.4399999976158142,1.870000004768372,NA,7.3889999,4.099709987640381,NA,NA,NA,5,1,1,0,0,2,2,0,NA,1,71.529998779296875,0,2,50.59999847412109,7,NA,0.3659999966621399,NA,0.13259999,NA
Mali,466,32,NA,5.876999855041504,0.3021919727325439,2.783,3.787309885025024,NA,13,NA,6,2,0,0,0,2,2,0,NA,1,71.470001220703125,0,3,17.89999961853027,7,6.25,0.503000020980835,1667.295043945313,0.096900001,88
Malta,470,54,0.8949999809265137,1.230000019073486,0.7392762899398804,11.816,4.824379920959473,0,81.40312957763672,0.800000011920929,0,2,0,0,0,2,2,1,1.593607306480408,3,73.25,1,3,67.62999725341797,55,NA,0.7559999823570251,32028.912109375,0.096100003,104
Mauritania,478,27,NA,4.560999870300293,1.74222719669342,5.2049999,1.89546000957489,NA,20.80096435546875,5.900000095367432,6,2,0,0,0,2,2,NA,NA,1,46.52000045776367,0,2,21.31999969482422,59,3.25,0.3970000147819519,3457.514892578125,0.1075,39.33333206176758
Mauritius,480,51,0.7639999985694885,1.409999966621399,0.4952219426631927,9.8100004,4.834589958190918,39.43943786621094,58.59616851806641,6.800000190734863,5,2,1,1,1,2,2,1,2.919860124588013,3,66.19999694824219,0,3,52.38000106811523,51,9.583334,0.8399999737739563,20138.572265625,0.15889999,67.66666412353516
Mexico,484,28,0.9029999971389772,2.128999948501587,0.6186023950576782,9.1429996,4.522819995880127,10.86591815948486,65.77263641357422,3.700000047683716,2,2,1,1,1,2,2,0,29.0710620880127,1,64.3499984741211,0,3,45.40000152587891,19,7.833333,0.6700000166893005,16494.078125,0.26140001,380.3333435058594
Monaco,492,NA,NA,NA,NA,NA,1.457929968833923,NA,NA,NA,0,2,1,0,0,2,2,NA,0,1,NA,1,3,NA,25,NA,NA,NA,NA,NA
Mongolia,496,37,0.8870000243186951,2.894999980926514,1.325891375541687,9.868,4.088590145111084,92.74442291259766,23.71426582336426,5.900000095367432,0,3,1,1,1,2,2,1,6.182548046112061,3,63.61999893188477,0,3,46.40000152587891,29,9.583334,0.6470000147819519,13382.5419921875,0.16940001,84.33333587646484
Moldova (the Republic of),498,33,0.8460000157356262,1.26199996471405,0.69847869873046875,11.167,5.439730167388916,0,76.12451934814453,4,0,NA,1,1,1,2,1,1,4.096792697906494,1,43.72000122070313,1,3,46.02999877929688,28,7.666667,0.5260000228881836,6746.728515625,0.097400002,97.66666412353516
Montenegro,499,45,0.5080000162124634,1.745000004768372,4.45838737487793,NA,NA,50.34965133666992,71.51725006103516,2.200000047683716,0,NA,1,1,1,1,1,0,2.229998826980591,2,64.7699966430664,1,2,62.31000137329102,13,7.666667,0.4490000009536743,19504.158203125,0.098399997,45.33333206176758
Morocco,504,43,0.4779999852180481,2.414999961853027,2.062968254089355,6.0159998,NA,55.52563095092773,64.803863525390625,NA,6,2,0,1,1,1,96,1,1.415522933006287,2,48.65000152587891,0,2,8.25,63,3.1666665,0.2899999916553497,8451.1357421875,0.1514,164
Mozambique,508,23,0.6399999856948853,4.85200023651123,0.0876921117305756,4.2030001,5.499849796295166,0,10,40.70000076293945,7,2,1,1,1,2,1,0,NA,1,78.5199966430664,1,2,21.60000038146973,15,6.25,0.4020000100135803,1132.770874023438,0.31110001,89
Oman,512,52,0.2290000021457672,2.888000011444092,1.798787474632263,NA,NA,0,80.185638427734375,NA,5,2,1,0,0,2,1,0,0.2691803276538849,3,70.86000061035156,0,2,1.799999952316284,219,1.75,0.1790000051259995,36477.63671875,0.6304,114.6666641235352
Namibia,516,53,0.6759999990463257,3.395999908447266,1.744408011436462,6.7659998,NA,0.4557291567325592,51,31.29999923706055,5,NA,1,1,1,2,2,1,NA,1,60.22000122070313,1,2,40.59999847412109,29,7.75,0.6959999799728394,9043.1201171875,0.2157,84.66666412353516
Nauru,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,1,1,2,2,NA,NA,3,NA,1,3,NA,51,NA,NA,NA,NA,NA
Nepal,524,31,0.8489999771118164,1.91700005531311,0.6934235095977783,5.3670001,5.102069854736328,0,34,10.30000019073486,0,1,1,1,1,2,2,0,2.299783945083618,3,85.4800033569336,1,3,32.59999847412109,11,7.166667,0.6209999918937683,2727.423828125,0.1389,117
Netherlands (the),528,82,0.9300000071525574,1.590000033378601,0.4487106800079346,11.794,5.175099849700928,38.65358352661133,94.71207427978516,1.700000047683716,0,2,1,1,1,2,2,1,0.5861815810203552,3,80.30999755859375,1,3,61.65999984741211,122,10,0.8759999871253967,47474.109375,0.069899999,895
Vanuatu,548,46,0.8320000171661377,3.782000064849854,NA,NA,4.533530235290527,NA,NA,2.400000095367432,9,NA,0,1,1,2,2,NA,NA,3,70.589996337890625,1,3,41.70000076293945,39,NA,0.7670000195503235,NA,NA,NA
New Zealand,554,87,0.8970000147819519,1.710000038146973,0.3409974277019501,10.998,6.283669948577881,4.252912521362305,90.81109619140624,4.400000095367432,0,1,1,1,1,2,2,1,0.7443594932556152,3,81.12000274658203,1,3,45.2599983215332,162,10,0.8920000195503235,35336.13671875,0.1194,460.6666564941406
Nicaragua,558,25,0.1430000066757202,2.404000043869019,0.3990239799022675,7.6729999,4.357679843902588,0,27.86304092407227,NA,2,2,0,0,0,1,2,0,7.185947895050049,1,69.4000015258789,1,2,43.20999908447266,3,5.25,0.2409999966621399,4952.47705078125,0.1972,74
Niger (the),562,34,0.6909999847412109,6.913000106811523,0.1270210593938828,2.427,3.547209978103638,41.61958694458008,NA,NA,6,2,1,1,1,NA,NA,0,NA,NA,73.48999786376953,1,3,24.39999961853027,3,6.25,0.5320000052452087,964.66009521484375,0.116,NA
Nigeria,566,27,0.9079999923706056,5.38700008392334,0.3684911727905273,NA,NA,0,42,14.80000019073486,5,1,0,1,1,2,2,0,34.52404403686523,3,55.81000137329102,0,3,16.20000076293945,4,6.75,0.5740000009536743,5237.662109375,0.1159,166.6666717529297
Norway,578,84,0.9340000152587892,1.559999942779541,0.8303695917129517,12.706,7.911980152130127,0.1049179434776306,96.49166107177734,1.100000023841858,0,5,1,1,1,2,2,1,0.4683437049388885,3,77.7699966430664,1,3,55.7599983215332,119,10,0.8889999985694885,84580.1328125,0.1087,532.33331298828125
Micronesia (Federated States of),583,NA,NA,3.052999973297119,NA,NA,12.40791988372803,NA,NA,NA,4,NA,0,0,0,2,2,NA,NA,3,NA,0,3,37.0099983215332,27,NA,NA,NA,NA,NA
Marshall Islands,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,96,2,NA,NA,3,NA,0,3,28.29999923706055,27,NA,NA,NA,NA,NA
Palau,585,NA,NA,2.210000038146973,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,1,2,NA,11.16632270812988,3,NA,0,3,NA,24,NA,NA,NA,NA,NA
Pakistan,586,33,0.5640000104904175,3.509999990463257,1.311496376991272,5.987,2.899519920349121,0.137108638882637,15.51000022888184,NA,5,1,0,1,1,2,2,0,3.883082628250122,3,54.43000030517578,0,3,26.95999908447266,2,5.9166665,0.3970000147819519,5510.396484375,0.1682,220.3333282470703
Panama,591,37,0.9010000228881836,2.460999965667725,1.280857563018799,10.085,NA,6.91530704498291,57.86508941650391,NA,2,2,1,0,0,96,2,0,9.385022163391112,1,71.37000274658203,1,3,52.27999877929688,28,9.333334,0.7559999823570251,22637.1484375,0.1972,174
Papua New Guinea,598,28,0.8410000205039978,3.563999891281128,0.1381044387817383,4.6459999,1.930889964103699,NA,NA,NA,10,1,0,0,0,2,2,0,NA,3,48.59000015258789,0,3,29.89999961853027,44,6.666667,0.414000004529953,NA,0.16689999,NA
Paraguay,600,29,0.781000018119812,2.428999900817871,0.8189852833747864,8.8140001,3.438339948654175,0,64.99354553222656,NA,2,2,0,0,0,1,2,0,7.144839763641357,1,75.48999786376953,1,3,38.13999938964844,16,8.083333,0.5849999785423279,9338.9482421875,0.1972,75.66666412353516
Peru,604,35,0.9340000152587892,2.253999948501587,0.8581360578536987,9.9870005,3.723160028457642,0.8393608331680298,52.54030990600586,18,2,2,0,1,1,1,1,0,7.909224033355713,1,80.75,1,3,57.70000076293945,18,8.5,0.7919999957084656,12310.0849609375,0.2476,195
Philippines (the),608,36,0.7599999904632568,2.575999975204468,0.3495707511901855,9.007,NA,44.51482009887695,60.05475997924805,3.200000047683716,4,2,0,0,0,1,2,0,6.464988231658936,1,61.77000045776367,0,3,42.13000106811523,33,7.833333,0.4880000054836273,8139.1396484375,0.1688,206
Poland,616,60,0.9430000185966492,1.460000038146973,1.069563746452332,11.776,4.559569835662842,80.90616607666016,77.54173278808594,0.5,0,3,1,1,1,1,2,1,0.730454683303833,1,70.410003662109375,1,3,40.29999923706055,30,9.166666,0.6949999928474426,27455.236328125,0.14650001000000001,481
Portugal,620,64,0.9700000286102296,1.419999957084656,0.9918729066848756,9.4989996,5.015610218048096,28.71823883056641,74.66096496582031,2.900000095367432,0,2,1,1,1,1,2,1,0.789766788482666,1,75.38999938964844,1,3,49.09999847412109,43,10,0.8920000195503235,27035.599609375,0.1114,417.3333435058594
Guinea-Bissau,624,16,0.7509999871253967,4.47599983215332,0.5711681842803955,NA,NA,NA,NA,NA,7,2,0,0,0,2,1,0,1.148704767227173,1,72.9000015258789,1,3,40.70000076293945,21,6.083333,0.531000018119812,1501.41357421875,0.1708,NA
Timor-Leste,626,35,0.7480000257492065,4.02299976348877,0.4145382344722748,NA,6.79295015335083,NA,NA,NA,0,NA,0,0,0,2,2,NA,4.095983028411865,1,67.44999694824219,1,3,42.90000152587891,17,8.25,0.6660000085830688,NA,0.1566,NA
Qatar,634,62,0.2099999934434891,1.866000056266785,1.031099438667297,9.4130001,2.695349931716919,0,99.65284729003906,NA,5,2,1,1,1,2,2,0,NA,3,87.5,0,0,0,48,1.25,0.0829999968409538,153764.171875,0.23450001,124
Romania,642,47,0.9100000262260436,1.759999990463257,1.398114681243896,11.388,3.09539008140564,27.63872528076172,70.6812744140625,3.400000095367432,0,3,1,1,1,1,1,0,1.281649708747864,1,67.93000030517578,1,3,43.79999923706055,28,8.916666,0.671999990940094,20126.29296875,0.1372,227.6666717529297
Russian Federation (the),643,28,0.3759999871253967,1.578999996185303,1.969495892524719,12.073,4.689909934997559,14.82165813446045,80.8647232055664,0.5,0,NA,1,1,1,2,2,0,8.20947551727295,1,74.43000030517578,0,2,43.68999862670898,20,3.9166667,0.2700000107288361,24668.908203125,0.21510001,503.3333435058594
Rwanda,646,56,0.0900000035762787,4.044000148773193,0.566426694393158,5.526,3.073750019073486,NA,21.76763343811035,NA,8,2,1,1,1,2,2,0,2.577168703079224,1,84.18000030517578,1,2,56.79999923706055,57,2.5833333,0.2129999995231628,1929.28515625,0.1989,70
Saint Kitts and Nevis,659,NA,NA,NA,NA,NA,2.643460035324097,NA,NA,NA,5,NA,0,1,1,2,2,NA,NA,3,NA,0,3,56.09999847412109,35,NA,NA,NA,NA,NA
Saint Lucia,662,55,NA,1.435999989509583,NA,NA,3.331799983978271,NA,NA,4.5,5,1,0,1,1,2,2,NA,21.44153022766113,3,80.08000183105469,0,3,47.36000061035156,40,NA,NA,10475.369140625,NA,NA
Saint Vincent and the Grenadines,670,58,NA,1.891000032424927,NA,NA,5.693779945373535,NA,NA,NA,5,NA,1,1,1,2,2,NA,36.54069137573242,3,74.1500015258789,0,3,64.0199966430664,40,NA,NA,NA,NA,NA
San Marino,674,NA,NA,NA,NA,NA,3.592859983444214,NA,NA,NA,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA
